ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets
1.8144143565,3.489346448,1.7811448007,0.1928472622,990
1.6055267284,2.7371188191,2.2286394622,0.1281730161,563
2.5306953116,3.695292781,2.7160360472,0.0541856981,382
2.3582807425,3.776380826,2.8228610599,0.1537421803,369
2.7570698838,3.4753058156,2.9011121068,0.4394969869,195
2.0871017967,2.652488933,2.3698630134,0.1075147942,436
2.4553709374,3.3359112236,3.0949258027,0.1504511602,224
1.7046167301,2.9571340128,2.0738052311,0.0244413564,1708
1.8410010336,3.6374646413,1.9622610174,0.0195707715,6964
1.9697402758,3.4982799687,2.3300466983,0.0408887611,2500
2.2688837827,3.9208536429,2.5088108906,0.0433060711,1708
2.9088354667,4.1564832977,2.8930757822,0,187
2.2572308225,3.9548906059,2.3516331008,0,1556
3.0421357256,4.1848434561,3.1184451062,0,1205
2.41780564,3.5362314634,2.9194654423,0,415
2.3894179783,3.9150326047,2.6968527915,0,927
3.129106727,4.1671064318,3.4419239869,0,983
2.493166243,3.6167159529,2.3119434485,0,301
2.5470082953,4.2068164831,2.9262402959,0.0613476144,1977
2.6956441866,4.0542159342,2.699797745,0.0288258371,379
2.9118487596,3.8375585274,3.3348276599,0.2000966711,341
3.0256484197,4.5115134531,3.5630378736,0.1229346865,1376
2.4364919334,3.7550221384,3.118880549,0.1119099087,350
2.6535080263,4.0253122803,3.234673128,0.0998688892,722
2.7900068155,3.9827732416,3.5806172179,0.0236251188,900
2.9073180994,4.6978006558,3.149054903,0.0760346957,1991
2.6133617816,3.8502139227,2.674679258,0.0406384065,1203
2.4020084895,3.5604924764,2.8795405847,0.1894204993,324
2.6524918038,4.1978929202,2.9657493864,0.0202062131,1050
2.3764236979,3.6466266324,2.9247238081,0,317
2.4679816893,3.6512651747,2.4585733183,0,311
3.3809438641,4.5642587344,3.3458531808,0.1215212372,2209
2.5389457168,3.4655283518,1.9735275026,0.0255403921,445
1.7715012744,3.0978810159,2.4980419369,0,398
3.0468090997,4.0572148401,3.6179742042,0.0615570797,292
2.4482797806,3.5669538047,3.2391478515,0.2093278915,435
2.6340117563,3.6428900261,2.9231076688,0.1953371942,299
2.8478867663,4.0697108653,2.7287029981,0.1068596282,1321
3.1570089427,3.7688094485,2.7276615315,0.2552421132,333
3.2376299355,4.2480807606,2.4744081925,0.3124648525,1013
2.3423086805,3.8302406936,3.6446493262,0.3563058457,744
2.1612663437,3.0959087717,2.9443078867,0,230
2.4838200057,2.8559734,2.8284575244,0.4100283837,149
2.2974203836,2.5414739297,2.6243266609,0.5225593745,108
2.1505255491,3.2871635307,3.0041612649,0.1642490849,381
1.6530856783,2.6655452816,2.6004690169,0.1168497609,187
2.36328196,2.9768940824,2.4205815489,1.075193178,64
2.2217250855,3.0735147296,2.8607521419,0.3632184778,181
2.3271880229,2.4128893907,2.2694755162,0.4798646576,89
1.8448382753,2.9606707281,2.4887172475,0,193
2.0876998284,2.8893288681,2.5513571225,0.02994995,720
1.3598024218,2.7592870749,1.6958094729,0,963
1.9114264712,3.2076957077,1.765373091,0,768
2.1794187478,2.6653613318,2.1994349896,0,305
1.8099101155,3.3851206239,3.1005884241,0,391
2.1371809136,3.0249203831,2.9918988581,0,123
1.5566354206,2.6315286599,2.3840998795,0,369
2.0274812033,3.128060563,2.3789503406,0.1530013489,473
1.6958359237,3.0328404135,2.6864664846,0.023695835,868
1.3162785046,3.3654834069,1.9365420971,0.1392329991,1037
1.5988199329,2.9748012969,2.5897734389,0.0741494836,583
1.3297854978,1.4404077532,1.238350386,0.0794904424,446
2.1663880568,3.3930929442,2.9379293955,0.0868905183,230
1.5816649882,3.16555074,2.0662136947,0.0315312014,1904
1.6370671602,3.6045953862,2.2141831981,0.0426769402,1943
1.6395535186,3.7317432063,2.0390600989,0.0120885955,3757
1.7948429919,3.2457757541,2.1985752018,0.1139948185,1031
1.0235224352,2.7669166311,1.5140888053,0.0351234505,2204
1.0706267132,3.1350777745,1.3452595669,0,1414
2.0376638135,3.7962583725,3.1424027444,0.0567937303,1280
1.7532382817,3.2336463786,2.1010672207,0.0237670051,861
1.0988300189,2.4627447734,1.6399928846,0.0172464313,3744
2.0913002017,3.5455263605,1.9985683882,0.0212540025,1489
1.4781232687,3.4368890883,2.0410241749,0.0308915611,3817
2.496120091,3.437900351,2.2469995988,0.0897033898,306
1.8791355946,3.4864767768,3.5814596635,0.1172206149,490
1.8085416618,2.7841853398,2.685101834,0,538
1.7336892586,2.3038947898,2.2500583201,0.0833059945,591
2.3854196472,3.556708613,2.5193559464,0.1656709612,555
1.3355688923,2.731109755,1.7223402411,0.0818496763,723
2.2753364602,3.2609701291,2.8628159803,0.1081271907,883
1.6464014123,3.61135101,2.0699400123,0.0413654581,2511
1.6679534841,3.9612991619,2.4268390695,0.0662206261,3564
2.27414644,3.7392975921,2.7245014789,0.1432356362,1340
1.7446894195,3.2130728168,2.8325781108,0,255
2.2653656806,3.7427213194,3.3800987604,0,171
1.6438707135,3.1178269092,2.3929512065,0,747
2.6577579837,3.28171276,3.3379048652,0.3265813518,422
2.0008251927,2.326879009,2.3108835007,0.2601453639,160
1.8338305151,3.3354802218,3.0282176327,0,434
1.9869263093,2.5556900859,2.5873121095,0,479
2.4781418844,3.0807051123,2.3976211113,0,125
2.3456821472,3.3872655273,1.9275804194,0,2543
2.2315706839,3.1682234593,1.3252174832,0.0531595735,1374
2.1756841769,2.1903070314,2.2356182138,0.7467366075,152
2.8560537736,3.7043744182,3.0134164784,0.2081809456,128
2.296137901,3.6428051091,2.1929738075,0.0633111401,1092
2.2002484139,3.1238626591,2.8267071571,0.1772801874,906
1.7730901815,1.9437668739,1.7490243913,0.3712323266,62
2.6773756552,3.7776130708,3.3357319589,0.0751264215,481
2.1847661295,3.5197722841,2.7579200011,0.1136028933,658
1.0463136915,1.1184258762,1.0686540127,0.1621049664,212
2.7610548554,3.7076515481,2.8414023491,0.1815538554,743
2.7369996692,3.0317056592,3.1302893577,0.4041799485,236
2.5505224193,3.0449408968,2.7311643597,0.1191160267,159
3.1910829513,3.7636499089,3.3588781104,0.3501684602,684
1.8132917569,3.2737484577,2.9234663261,0.1575499202,405
2.4696704874,2.1619781797,1.7381493332,0.9456603046,13
3.0061226253,3.8573332438,3.321600736,0.2763711721,255
2.5491574819,3.0080203901,2.4921134012,0,79
2.3559440646,3.0709838595,2.8930511682,0,106
2.4003412761,3.5831901027,2.8817630766,0,346
2.1679729342,3.1787407641,2.979448585,0.143984187,502
1.1464463421,3.0469249214,1.7047859433,0,4665
2.1211093272,3.5029278728,2.4936870685,0,1362
2.2395185619,3.0977647761,2.8896960283,0,126
2.0271556307,3.1241662202,2.9863017129,0,259
2.5926939189,3.4261425822,3.2288553724,0,233
1.0289529604,3.0539671181,1.5788933595,0,1436
1.71533488,3.2923785042,2.3610575141,0.0380303664,1541
1.1920944824,3.1045680329,1.8144025124,0.0343955316,2790
1.8215800739,3.3139728171,2.6293263631,0.0687100432,711
2.5116399285,3.6857815348,2.4306072393,0.0506775168,380
2.3401471293,4.0399161449,2.0328808548,0.0407547225,6407
1.5181694577,2.7015020645,2.1365008911,0.0783873482,465
2.7719853666,3.1204830156,2.8105597412,0.3353942964,447
1.2164122377,2.9582896772,1.7905959326,0.0301878541,4196
1.3394778078,3.001049896,2.1811972632,0,867
2.7386273413,4.0092229825,2.7425592565,0.1022452676,2874
2.1594353257,3.4747923879,2.8050640256,0.1548289435,260
1.6155925149,2.7259397448,2.706220706,0.0824882205,437
3.249796865,4.0110283669,3.270874933,0.257318283,335
2.6975347644,2.7810760119,2.2192509128,1.040852083,30
1.8110447378,3.116386616,2.8879056177,0,278
2.2572061699,2.9996820874,2.5337473696,0.2623112196,115
2.2303238691,3.0358357296,3.0125152822,0.2998025131,224
1.6935651686,2.0310851748,1.596708381,0.2351933818,73
2.2535753141,2.6574912614,2.3958991023,0.3031243678,197
1.5567179461,3.0461297304,2.2315009381,0.1371873446,705
1.6303771479,3.5006835162,1.8161583479,0.0181038296,2372
1.0440764599,3.3081747915,1.3022958209,0.0278550571,2160
2.7271071125,4.2776157008,2.6468588651,0.0820144194,1603
2.154282468,3.7405990701,2.3602924668,0,1284
2.1179907251,4.0806710454,2.1524783319,0.0344595677,6708
2.4783868294,3.9364131773,2.7084867799,0.0365844818,2006
2.1598302698,3.6193537687,1.9606725145,0.0778226692,641
2.6957016566,4.1508812835,2.5869069268,0.1625359365,1239
2.3410621035,3.5567791751,3.7515413566,0.0530926521,199
1.7617526537,3.3721813657,2.3903437709,0.052148737,1739
2.6148606975,4.0761010128,2.897432135,0,1512
2.4958703419,4.2235360078,2.9827125415,0.0796220584,2594
2.2403263393,3.9461293753,3.0599136279,0.0772205992,2227
1.8330050433,3.3922848689,2.6396209623,0,204
1.9544967018,3.8095965971,2.734937476,0.0644571448,1346
1.8575921496,3.5542015585,3.1757063286,0.0237908302,469
2.0972333044,2.8603205749,2.1500154578,0.0999893789,910
2.6729074548,4.1396932494,2.3983181593,0.0625479267,2380
2.6010670424,2.9679154834,2.0785354088,0.1954005767,307
1.137010231,3.0712042995,1.6472182689,0.0427631595,4745
2.6718010744,4.0151657549,3.3967378674,0.0350640378,844
1.4892903381,3.422589099,1.642159202,0.03601811,2671
1.5896114896,3.3204079403,2.4657340384,0.0375443308,4074
2.2911906107,3.9715275733,3.028049949,0.1171552363,1136
1.9581246405,3.3120035964,2.3971156901,0.0172025393,1263
2.3530553734,3.7419134122,2.846544785,0.0851810128,401
2.7886971224,3.9984676024,3.3119582055,0.125287693,842
2.6494755924,4.2154263474,2.3912573953,0.0544093623,2643
2.0473861487,3.7633937295,2.2105583056,0.1062554518,1913
2.4612803429,3.6320253313,2.5119740167,0.133503432,584
2.5962421696,4.0223312123,2.8576358411,0.0211421672,987
2.1897715198,3.424732231,2.4995685367,0.1496296627,667
1.8017207581,3.6742983014,2.2683083454,0.0324663496,4784
2.4630121956,3.989092829,2.0817548995,0.0361676162,6321
2.1163352027,3.5029194404,2.309060919,0.0809708719,1500
2.6608276199,3.8114361878,2.9936447488,0.1126729407,1118
2.6025456437,3.9379377209,3.4438862453,0,577
2.213309076,3.4417982546,2.8202997549,0.145404578,760
2.2304224498,2.9257881334,2.651486264,0.146279958,646
2.5028241966,3.6980551007,3.5926509193,0.2176754839,551
2.5061249104,3.7150060952,3.356488211,0.0785646911,749
2.2171974083,3.2922205175,2.8465305888,0,261
1.9898233555,3.3874221204,3.3139133132,0,426
2.329380891,3.8439143409,3.1068865574,0.0641203751,805
1.4302884718,3.1871988666,2.2092626057,0.0621715192,1389
2.3786862249,3.4805339038,2.9430251963,0.0178352672,629
1.726652841,3.061516861,2.6084403017,0.0526292417,713
2.4047934669,3.7070818222,2.6625171699,0.1342060681,987
2.9484806897,4.5054183589,3.3348777224,0.0754204974,4239
2.7284283653,4.5237903231,2.8698409056,0.0675264587,4712
2.499653728,3.5637673216,3.0802034949,0,1047
2.24089245,3.6359724348,3.1242597072,0,824
1.9682194614,3.2021332221,3.0424221726,0,358
1.6976551967,3.2374087341,2.5585097839,0,1537
2.3250786237,3.7121618881,3.1869992264,0,795
1.9055394653,3.5772478039,2.7697016627,0,887
1.6604119594,3.0658489623,2.8768244476,0.0622082976,569
2.199877007,3.6594057009,3.0297096387,0.1515581671,246
2.155469538,3.7445855075,3.3157372749,0,462
1.3685293282,2.8967831315,2.1117097841,0.0433924289,1738
1.7715546134,3.8508858339,2.5947655172,0.0232511961,2016
2.1359680675,3.5353291688,2.4873769558,0,496
2.1428613981,3.4912185598,3.444511193,0,616
1.1123370784,2.2734909729,1.530921727,0.0519183806,1392
2.5237250744,3.0797773297,2.6871973739,0.2377353107,389
2.2271405065,3.7602798801,3.1469813079,0,322
1.8874380915,2.9845741416,2.8270349595,0,226
1.9212103729,3.9386766182,1.8932984822,0.0364202659,6562
1.2403988372,3.0314767002,1.4679978406,0.0357249412,1080
1.9548753172,3.7226036683,3.228229484,0.0868258742,1126
2.3231141563,4.2156491802,3.2462300678,0.0733307595,802
1.2800485505,3.6381172251,1.3002077515,0.0864561881,1522
2.4989280501,3.5283560559,2.6750427378,0.0934952133,1230
2.3462365243,3.5434777997,3.3081172994,0.09542321,579
2.5653668203,3.6054419908,3.1306200341,0.3077584189,269
2.4260288708,3.5609487238,3.0469444569,0.0151307728,1481
2.3459444075,3.180892979,2.8712735929,0,179
2.0262773323,2.9914745738,2.4800412732,0.1205240881,335
2.5665473356,3.4581650428,3.3609753588,0.1441150013,350
1.1144880817,2.9597168577,1.9178113719,0.014306451,4632
2.1740254346,3.1877456011,2.3732646343,0.0724681636,1156
2.1855039885,3.5562641091,2.5099664521,0.0561901292,1577
1.9811593488,3.5240695024,2.1347572961,0,3743
1.169980047,3.1430333632,1.4526467179,0.0188218302,4540
2.3540518991,3.7766405722,2.3365001499,0.0786728155,1415
2.2376272099,3.9297965392,1.842446755,0.0175203968,5500
2.766773023,4.178978231,2.5514168808,0,835
2.1005648945,3.5725009864,2.3159903217,0.0346176331,1264
2.3918441419,3.9709433952,1.9764426654,0,2286
2.0173865176,4.1560358552,2.3496893026,0,3880
2.7572936566,3.5347602647,2.0058164784,0,599
1.7440610984,3.4754688914,2.2620596749,0,1130
2.3315234203,3.1963594861,2.8707341777,0,175
2.24789137,3.2838243959,3.1364605408,0,557
2.3669549528,3.4322017546,2.8476143574,0.3950447071,162
1.8892319414,4.1168800488,2.5650980111,0.0496140734,2567
1.6174733615,3.5534697037,1.3702298616,0.0234473954,7021
2.4265729755,4.075029339,2.2589972627,0.0507017078,2636
1.9713880048,2.8509996449,1.9911157045,0.0604349838,1293
2.2551692165,4.1079463253,2.3037627696,0.0687856345,2863
2.2489123824,3.5261545129,2.2332158333,0.0379719469,1428
2.2010628221,3.5389383759,2.4110050713,0.0542136473,1664
2.5967709939,3.7825350629,2.9809565196,0.1949957094,718
2.3293950964,3.6397267128,2.4664792415,0,1033
2.7263992144,3.8846116897,2.4183881457,0.0327414828,1192
2.2888324069,3.8139322098,2.3489498685,0.0167952413,664
2.3734289659,4.0827150162,2.6579569525,0,941
2.2426864495,3.6335325344,1.936164406,0.0633654781,1239
2.4794268249,3.69194442,2.7643170925,0.1124173389,588
1.9680736093,3.0749453643,1.9560317888,0,346
2.5406731912,3.6426478131,3.0351266994,0.1889244672,428
2.2622522772,3.4290308971,2.73710627,0,419
2.1076730942,2.876773135,2.361194221,0,71
2.7985984268,4.0625716922,2.8740337715,0.1057459666,1144
2.5899463614,4.3198921589,2.1239596006,0.0528929739,3387
2.4150156628,3.8211379393,2.3199777605,0.1212127082,1277
1.1745227625,1.9498426857,1.3065186823,0.065985588,780
2.0838830942,3.6827253716,2.1070080373,0.0654207944,1573
2.8388848804,4.7491497579,3.2639359802,0.020105788,1073
2.6062536991,3.0220542339,2.4383255985,0.178130952,416
1.3937072088,3.0161755822,1.471057307,0.0346361843,2475
2.8494144983,4.4106188749,3.4424901762,0.0754236724,1199
2.1757162384,4.1537873077,2.0117946331,0.0221235184,4204
2.4094602479,4.112279697,3.141317521,0.0945483407,351
2.324775398,4.0505669681,2.6797473435,0.0187175984,1174
2.8502341867,4.017262709,2.4907747376,0,2500
2.0256153831,3.2463540441,2.5270106944,0,1205
1.497543268,3.0053226756,1.7712110659,0,1244
2.9429922603,4.2240369821,2.9868349164,0,1423
2.7397467937,4.4120982805,3.0362086041,0,1719
2.1892327053,3.5296526728,2.1263671816,0,3890
2.9596310972,3.955001264,3.3701337437,0,1039
2.3844760629,3.7240524355,2.9997270622,0.2633833857,958
2.9464324752,4.3986657964,3.413936068,0.0116419357,1038
2.1370386681,3.3641863538,2.0445174081,0.0736486503,1353
2.9007077245,3.9793232137,2.9803646607,0.2142764929,725
1.3287077634,3.5092271851,1.8632890873,0.0519647402,3778
2.9853340773,4.0715244891,3.171019983,0.1366813204,563
2.8800158497,4.0343531618,3.281590988,0,1017
2.433341132,3.1653760351,2.6710686272,0.1386655776,528
2.0027604842,2.9656997321,2.4675491701,0.2676759201,228
2.6545504612,3.5380897825,3.6375289807,0,191
2.2588285081,2.2570496457,2.1623129232,0.5032583348,65
2.4405788159,2.9530809452,2.6535452342,0.3562048039,217
2.4184967559,3.9070463479,2.1252683474,0.020155867,2125
1.5132535099,2.9714021724,1.5135511537,0.0409377721,2056
2.1343540361,2.6159722126,2.3655482414,0.3750514064,77
2.5306656592,3.2145919639,3.7114095256,0.0568324045,170
2.5118108326,3.0128495626,3.1201293456,0.4246321376,213
1.4674992791,2.5300245925,2.1305630584,0.1394191861,673
2.4741603656,2.6056134257,2.3853269489,0.4721893847,154
2.1415716504,2.9343143051,2.6363384559,0.2251260811,344
1.4553218662,2.2465894118,1.429913294,0.1327131424,980
2.5990564346,2.7286982926,2.6344886333,0.4612160405,97
1.1769463398,1.3401325269,1.1318826002,0.0561448511,646
1.9329074438,2.4436095082,1.6370930815,0.0891313851,1188
1.4412770444,2.5418733768,1.6767504072,0.0403697576,505
1.6886129996,5.2311682523,3.2512843818,0.0353905132,3817
2.0288717495,3.6307293255,1.8620910024,0.1509375849,1473
1.2408412978,2.6713288535,1.5314222569,0.0683545171,748
2.6412920181,4.0410150041,2.7373683049,0.1532811363,1558
2.2796699342,2.8925121526,1.6843255723,0.0925061784,1547
2.2488482342,2.8563077969,3.1401811658,0.2600540005,365
2.4308661463,3.106908889,3.3952222376,0.0780269839,366
1.5020560817,2.3060707835,3.1332283029,0.1256580502,237
1.5131481815,1.7944756966,1.7640197701,0,606
2.3672028961,3.393948989,2.2676099325,0,819
1.8248872133,3.1533919481,1.74896739,0,2013
1.7628615841,3.0652482169,1.9491533613,0,1029
2.2333054568,2.5933011969,2.4482706227,0,759
1.403660661,2.2493175148,1.5965709805,0.0720811176,921
1.7381834075,2.8005385982,2.3440507328,0.0817631864,899
2.2388038842,2.9208140592,2.3314071175,0.0898501249,427
2.4532588951,4.1338465852,1.908335874,0.0433276259,5109
2.6879472183,3.4826897951,2.8384322346,0.0984577653,1171
3.0510489679,3.3588076594,2.8483712232,0.5118161689,499
2.5278284837,3.3720355711,3.2118412916,0.0255960394,394
2.5223075429,3.335841091,2.8496559349,0.0632623114,281
2.0534161541,3.0621144515,2.5424354043,0,232
1.2298238729,2.5818686776,1.4774387717,0.124678981,688
1.3388143126,1.5261653727,1.5112611609,0,337
2.0510504676,2.3627815185,2.6403619363,0.2135798153,109
2.2366567328,3.4906321983,1.9610087884,0.0750698451,2247
1.8389851392,2.6577732112,2.9042299805,0.1849162514,300
2.1192999067,2.8323202696,3.1980491656,0.1352903936,443
2.2620661372,3.6584854632,2.4348701482,0.026433123,788
1.941583869,3.7127066652,2.3094928215,0.0463675896,923
1.7020794168,3.5588083526,1.9878258223,0.0287970944,3474
2.5665755256,3.6122896149,2.0351288138,0.1106277189,1963
2.6352036805,4.1798368529,2.6906133563,0.0537427002,2463
3.3519971538,4.5705343228,1.9911484742,0.088097015,2408
3.0009855647,3.5981051806,2.1946477875,0.1509529326,1688
2.8992952255,4.1649868156,2.295960747,0.0385371809,1983
3.0105471922,4.5222186928,2.2923592028,0.1144730219,1417
2.1242701951,3.1363583056,2.6188763196,0.0955811886,879
2.8840220579,4.0914624015,3.0430537091,0,511
2.2110168281,3.2076831558,2.8271633428,0,322
1.1969566776,1.5339379179,1.2570513535,0,54
1.9698894597,3.3078251809,3.085918762,0.0654662747,634
1.9673761725,2.3054881916,2.2451358105,0.2422921891,113
1.9643904827,3.250597748,2.886722832,0.1365772163,430
1.2639020763,2.8189135246,1.9677449385,0.0704378625,1811
1.8677592491,3.5489906286,1.9363813455,0,1657
1.4612753876,3.1011330914,2.3199320934,0,1213
2.1096255096,3.1998706041,3.1045861713,0,414
2.265290132,3.7764520673,2.5023041939,0,2344
1.7597130882,1.984642106,1.3710530069,0,2335
1.8158148117,2.0470786814,1.8184512743,0.1821510604,578
2.8809836599,3.8996251949,3.4784487733,0.2438584852,621
2.7468100623,3.7467319852,2.8696655493,0.1050992543,903
2.4950857565,4.1119707375,3.1181098796,0.0073873339,1684
2.3841684459,2.9153355226,2.1297303515,0,213
2.2090928662,3.3243717586,2.9757329942,0.1997553487,155
